text_id	rank	log_rank	anger_masked	anger_orig	boredom_masked	boredom_orig	disgust_masked	disgust_orig	fear_masked	fear_orig	guilt_shame_masked	guilt_shame_orig	joy_masked	joy_orig	pride_masked	pride_orig	relief_masked	relief_orig	sadness_masked	sadness_orig	surprise_masked	surprise_orig	trust_masked	trust_orig	emotionality_masked	emotionality_orig	negative_masked	negative_orig	positive_masked	positive_orig	storytelling_one_domain	storytelling_mixed_domain	avg_hedge	final_abs_hedge	final_hedge	first_abs_hedge	first_hedge	global_abs_hedge	prob_anger_masked	prob_anger_orig	prob_boredom_masked	prob_boredom_orig	prob_disgust_masked	prob_disgust_orig	prob_fear_masked	prob_fear_orig	prob_guilt_shame_masked	prob_guilt_shame_orig	prob_joy_masked	prob_joy_orig	prob_pride_masked	prob_pride_orig	prob_relief_masked	prob_relief_orig	prob_sadness_masked	prob_sadness_orig	prob_surprise_masked	prob_surprise_orig	prob_trust_masked	prob_trust_orig	prob_storytelling_mixed_domain	prob_storytelling_one_domain
1	0.5	-0.6931471805599453	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.0588972431077694	2	0.1052631578947368	0	0.0	3	0.3293433655053377	0.4287849523127079	0.1336004792014136	0.060355884488672	0.7304480999708176	0.6505464404821396	0.0369356097246054	0.0110272899328265	0.0079794058110564	0.0035905591561459	0.0091749433835502	0.0062621564662549	0.0079754321137443	0.0049543397733941	0.0048535804613493	0.0074255146784707	0.5148072153329849	0.2320504169911146	0.0157991177169606	0.0072580652427859	0.0057759326708037	0.0041524838627083	0.0127892212942242	0.2640803586691618
2	0.4	-0.916290731874155	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0.0	0	0.0	0	0.0	0	0.7321612864732743	0.4783499538898468	0.0583842929278034	0.0248865543864667	0.7081553861498833	0.6956163048744202	0.3303130388492718	0.0868973258882761	0.0529214839334599	0.0145154691417701	0.0064550261537078	0.0036026561865583	0.0055938762438017	0.0029506522463634	0.007972943218192	0.011760371067794	0.0534840735956095	0.0216960827936418	0.0114767574705183	0.0049747145967558	0.0076905161142349	0.0108127972256625	0.0064187793876044	0.0917150406166911
3	0.25	-1.3862943611198906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666666	1	0.0333333333333333	0	0.0	1	0.0681143908761441	0.0455851944861933	0.0787648399244062	0.0218158561736345	0.0690506051294505	0.167432713904418	0.0073054454871453	0.0032929068547673	0.0048043067916296	0.0022884802543558	0.0768475836608559	0.056393915740773	0.0646458745351992	0.0406614649109542	0.3371950324624777	0.4324028745293617	0.0110732991946861	0.0055037476762663	0.048852538364008	0.0266052514663897	0.0422118356218561	0.0202278846991248	0.0075240289676003	0.2541566746309399
10	0.5	-0.6931471805599453	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0.0666666666666666	0	0.0	1	0.2	1	0.9342014968395234	0.851562362909317	0.0105728076945524	0.0081226793030509	0.7343239232897758	0.621915128827095	0.2559215211076662	0.1320821147877723	0.0590761540341191	0.0549746521748602	0.0105836236383765	0.0071117655083071	0.0094368333928287	0.0058656331966631	0.0124367169686593	0.0118689196067862	0.4836866356432437	0.3323685404378921	0.0399749713717028	0.0297445468720979	0.0087006089044734	0.004202901473036	0.0099976102123036	0.1612527182325721
11	0.0	-inf	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0.0667293233082706	1	0.0714285714285714	1	0.1428571428571428	3	0.849042022228241	0.5957744181156158	0.224953422776889	0.0533875055611133	0.9108979940414428	0.93912353515625	0.0466235248488374	0.0103490715730004	0.0543149223551154	0.0481283719185739	0.0088611083861906	0.00578258142923	0.0119090426131151	0.0093371199327521	0.019529442244675	0.0334668602095916	0.0585164659307338	0.0161891396855935	0.0134418990113772	0.0104598806472495	0.0981257243547588	0.0443738291680347	0.0048744089901447	0.0769942954182624
12	0.8	-0.2231435513142097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1098901098901098	1	0.0769230769230769	1	0.1428571428571428	2	0.2174605474807322	0.0866641907719895	0.0149125257565174	0.00740970345214	0.2884624440222978	0.386525372043252	0.1408295727567747	0.0572077594930306	0.0233530224766582	0.0107179987244308	0.0285619063070043	0.0204279084922745	0.0677837303956039	0.0637628939468413	0.0135057042818516	0.0112894038320519	0.0975617323536425	0.0142375179799273	0.0355781260412186	0.0171632063807919	0.077013852680102	0.0812848858535289	0.0071707300143316	0.0794332854449749
15	0.5	-0.6931471805599453	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.0	0	0.0	0	0.0	0	0.4689805619418621	0.2687248174101114	0.0080294969520764	0.0014748044108273	0.7048731178045273	0.8093362301588058	0.0714443375822156	0.0179942437680438	0.0111739327549003	0.0080812206142582	0.0063757933210581	0.0038278957072179	0.0056809308764059	0.0028239619743544	0.0356345816049724	0.0385931119322776	0.0922960329800844	0.0308772111893631	0.0248569320887327	0.0109644578071311	0.0053062544902786	0.0052756073855562	0.1015187788056209	0.1877791780978441
16	0.5	-0.6931471805599453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1428571428571428	2	0.1428571428571428	1	0.1428571428571428	3	0.29786770157516	0.181139816972427	0.0105495913769118	0.0067797587951645	0.2999438233673572	0.3615963177755475	0.0248453836305998	0.0082862574374303	0.026841108163353	0.0154802689794451	0.0355394664104096	0.0539259441662579	0.1412593774264678	0.0955890025012195	0.01629777867347	0.0150316133862361	0.072020592004992	0.0144412144320085	0.0567634144332259	0.0299682087264955	0.3657509416341781	0.3286916453391313	0.016631547443103	0.2164055008441209
17	0.5555555560000001	-0.5877866641021189	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	1	1	0	0	0	0	0.0833333333333333	0	0.0	1	0.1666666666666666	1	0.4078140940517187	0.253077670186758	0.0287248799111694	0.0135958935541566	0.976912409067154	0.9705967843532562	0.117312422581017	0.1039720362750813	0.0756372365402057	0.0427142074564471	0.0190774647635407	0.0147908646380528	0.016394391702488	0.0127129322383552	0.0117413597181439	0.0179820232209749	0.7497404456138611	0.7437812596559524	0.0239568471210077	0.0115085638128221	0.005124052404426	0.0036801818496314	0.0419690276961773	0.1476118024438619
18	0.642857143	-0.44183275205681705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0.0368312439182773	0.0377645024564117	0.0108398310956545	0.0082165344501845	0.179169599711895	0.3270122822374105	0.0145139708009082	0.0040630846749991	0.005111743195448	0.0026516907208133	0.0443529726588167	0.0599977478850632	0.0807057207915931	0.0675511025823652	0.02240909289103	0.0277291041566059	0.0184991129441186	0.0060630494903307	0.0326443785801529	0.0248599180951714	0.0329562522936612	0.0468343025480862	0.0481700547039508	0.1671856297180056
19	0.8888888890000001	-0.11778303553138338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121951219512195	1	0.024390243902439	0	0.0	1	0.0135451216017827	0.0135179966513533	0.0035470220085699	0.0016047168363002	0.0224176387768238	0.0310461579472757	0.0048018020606832	0.0017608315043617	0.0061566790915094	0.0025890205579344	0.3539653809741139	0.1908712982665747	0.2789615276036784	0.0931495551252737	0.0214762246934697	0.01759004376363	0.0213176811812445	0.0058209716342389	0.0292922029737383	0.0120615310268476	0.0805730875581502	0.0803932892216835	0.0307605377398431	0.2165086273103952
21	0.8	-0.2231435513142097	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.0625	1	0.0416666666666666	1	0.0833333333333333	2	0.1801250329241156	0.146928966557607	0.0058355024288175	0.0016046004835516	0.8895595729351043	0.7836109131574631	0.293718671426177	0.1125869929790496	0.0849434834439307	0.042778897145763	0.0159498148364946	0.0180640371516346	0.0347692145849578	0.0463432771619409	0.0140473558101803	0.0201040851185098	0.1394157930742949	0.0285083536291494	0.0240670632803812	0.0133983700186945	0.0197546101640909	0.0205690433504059	0.0129686292028054	0.1476969942450523
22	0.625	-0.4700036292457356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0729166666666666	0	0.0	1	0.1666666666666666	3	0.1660522711463272	0.0874906346783973	0.0081900137767661	0.0061773432069458	0.1718620635103434	0.1305936395190656	0.2709684841334819	0.1726020134985447	0.0074034594697877	0.0046497304923832	0.0521993487142026	0.0515184745658189	0.1646621905732899	0.3015730949118733	0.2456244111061096	0.1399976162239909	0.0632945248391479	0.0497100348584353	0.0438302723690867	0.0232918379479087	0.02022402996663	0.0178702788194641	0.0059471549466252	0.0716206979006528
23	0.923076923	-0.08004270775686977	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0.0559523809523809	1	0.0285714285714285	1	0.0833333333333333	2	0.1288744383957237	0.1267589819151908	0.0097412114380858	0.0024601523851742	0.8884873569011689	0.7515241630375386	0.5168555706739426	0.2060784419998526	0.2599693579599261	0.0601424262626096	0.0283219981705769	0.0233263427391648	0.0211058030603453	0.0156085986411198	0.0218137857038527	0.02866939434316	0.1296709564980119	0.03436021709349	0.0316726017510518	0.0220845926785841	0.0075028979335911	0.010780089040054	0.0149537167279049	0.1367730032652616
24	0.444444444	-0.8109302172163287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147058823529411	1	0.0294117647058823	0	0.0	1	0.0224874732783064	0.0318359852652065	0.006507594010327	0.0037756798061309	0.0301234834361821	0.0813237548805773	0.0137776455841958	0.005015642917715	0.0205337250023148	0.0090103237598668	0.1571048134937882	0.124557802081108	0.262038192874752	0.2258581174537539	0.1233735831454396	0.0816317872144281	0.0552032314008101	0.0178801006928551	0.0435898608528077	0.0425322922412306	0.0306470562471076	0.035379610909149	0.0201014541555196	0.1849161503836512
25	0.909090909	-0.09531017990432486	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0.0	0	0.0	0	0.0	0	0.0493294448126107	0.0811502890894189	0.0130724018905311	0.0102337485499447	0.1072467142017558	0.1654278652742505	0.0155196563573554	0.0074687005486339	0.0092927534366026	0.0036022866843268	0.4476787202060223	0.3175746954977512	0.407441583275795	0.5082291483879089	0.0670778265222907	0.0698201701976359	0.0327833397313952	0.0126733131473883	0.1295802365988493	0.0770644256379455	0.0157825556234456	0.0156173460534773	0.0327802590094506	0.1281531371176242
26	0.222222222	-1.504077397776274	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.1	0	0.0	1	0.2	1	0.04641964584589	0.0710589237511158	0.0343970992893446	0.0066892150382045	0.9519625961780548	0.9660979390144347	0.0121698052913416	0.0073678176209796	0.0546823282726109	0.0285794912138953	0.0193548419047147	0.022072565043345	0.0797314483905211	0.0694127285853028	0.018737691710703	0.0131247411714866	0.0530949290841817	0.0206968032754957	0.0530291910283267	0.0375084821600466	0.0073078865068964	0.0045623526268173	0.014400965697132	0.1444529641419649
27	0.545454545	-0.6061358044036489	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0128205128205128	1	0.0256410256410256	0	0.0	1	0.311143696308136	0.1522168099880218	0.3886413408326916	0.2747115739388391	0.4453014249913394	0.5245391853153706	0.5720174177549779	0.3143561034463346	0.105784566514194	0.063874239299912	0.0122208324668463	0.0073563231911975	0.0091965581988915	0.0044522156007587	0.0108220663969405	0.0104480953596066	0.2385701326653361	0.0961103820241987	0.0138001111918129	0.0078510363237001	0.0039933954656589	0.0035754023148911	0.1664867913350463	0.2323661617934704
28	1.0	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.0833333333333333	0	0.0	1	0.1666666666666666	1	0.0947594250552356	0.0903238440863788	0.0662935152300633	0.038100913882954	0.5587846122682094	0.4196487197652459	0.0371355104492977	0.014919531927444	0.0233761668903753	0.0144200135604478	0.0776441667228937	0.084333012253046	0.171821492142044	0.2318735155975446	0.1172923563048243	0.0697961895726621	0.1229099949821829	0.0284559537190943	0.033517105365172	0.0273138124728575	0.0184646292356774	0.0166102526796748	0.0053279568441212	0.0546563955023884
29	0.833333333	-0.18232155719395463	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	0.1025641025641025	1	0.0384615384615384	1	0.1666666666666666	2	0.0490859569283202	0.0459689057199284	0.0050585149263497	0.002637310049613	0.5987182941287756	0.6468453653156757	0.0093876837810967	0.0037840531149413	0.0175344491843134	0.0153506107628345	0.1064317135140299	0.1364553857594728	0.5165047327056527	0.8264620363712311	0.0470234331674873	0.0218701801728457	0.0900861361646093	0.0135896323481574	0.0385623734444379	0.011123284464702	0.1546506498474627	0.1219250708352774	0.0057365424698218	0.0552757071331143
30	0.428571429	-0.8472978593872036	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0.1047619047619047	1	0.0666666666666666	1	0.1428571428571428	2	0.6293670257553459	0.5029753610491753	0.0433251127135008	0.0148973133880645	0.9130391001701356	0.8960333645343781	0.2352116204798221	0.2313860212219879	0.2814860064536333	0.327088020928204	0.0128749731811694	0.0182239581830799	0.0260909679112955	0.0169219326926395	0.0157800859538838	0.0140176196233369	0.2109476968646049	0.0803353132214397	0.0269416716066189	0.0185688856057822	0.015280079236254	0.017105600744253	0.005439127923455	0.0671830952167511
31	0.9	-0.10536051565782628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	4	0.1333333333333333	1	0.1666666666666666	5	0.1017146728932857	0.1019323519896715	0.0731675202958285	0.0374992123339325	0.3457041340880096	0.4201414953917265	0.0215720106032677	0.0107672547455877	0.0345415241550654	0.0319400613429024	0.0655771946534514	0.0824384207138791	0.1164798627258278	0.2147181524895131	0.1794335126876831	0.1775544147938489	0.0779609052464365	0.0322693676920607	0.027119682310149	0.0161382072488777	0.0133447682252153	0.0132272832095623	0.0052309599821455	0.075750589556992
32	0.454545455	-0.7884573593642702	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.058080808080808	0	0.0	1	0.0833333333333333	2	0.2790229059755802	0.17861620914191	0.0984801887068897	0.0148081068182364	0.8884504437446594	0.8885417968034744	0.1351816228590905	0.1461214613635093	0.257451344281435	0.2684201223310083	0.0103400041698478	0.0106907001696527	0.0231162626994773	0.0266725651919841	0.0131658485624939	0.0142840181943029	0.0623669095570221	0.0120926238596439	0.0216982580255717	0.0112009574659168	0.0185208462877199	0.0278046171704772	0.0051711279666051	0.1168814826756715
33	0.285714286	-1.252762967495368	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0.1138888888888889	1	0.0277777777777777	1	0.2	2	0.4381734374910593	0.2777088599279523	0.0153626065759453	0.0089556609571445	0.9253512144088744	0.9445765852928162	0.1541413170634769	0.0249832035973668	0.5866659671068192	0.2256455420516431	0.0157796989311464	0.012012086273171	0.0628448252333328	0.0285542973550036	0.0296361956046894	0.018531512946356	0.3354678425937891	0.1266672938596457	0.0206985642202198	0.0099828194826841	0.0107778564328327	0.0084105636226013	0.0057427205378189	0.0505125458352267
34	0.0	-inf	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.0714285714285714	0	0.0	1	0.1428571428571428	1	0.5182109370827674	0.3756242491304874	0.0282439215574413	0.0155981269228504	0.9164357483386992	0.9391830146312714	0.1204618869815021	0.0932067705434747	0.1015269909519702	0.1132543996442109	0.0293882344150915	0.0312277203658595	0.0680780740454793	0.1260075274854898	0.0390575845725834	0.0358691717498004	0.0763852142496034	0.0233594352612271	0.0376535486895591	0.0240972516243346	0.0133422106038779	0.0198956813866971	0.0055668762535788	0.0913399010896682
35	0.363636364	-1.01160091067848	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.15	1	0.1	1	0.2	2	0.4358432054519653	0.2718495614826679	0.0300343519076705	0.0255786415887996	0.7727618515491486	0.820427043735981	0.1578925587353296	0.0413677925243973	0.1642152120126411	0.076682713930495	0.0217094611027278	0.0218615267891436	0.0090331735904328	0.0044926653266884	0.0300634734332561	0.0239159494289197	0.2502145674079656	0.0799617247190326	0.0243910503340885	0.0223764373688027	0.0076445497339591	0.0101444019819609	0.014225098688621	0.1496297774836421
36	0.7142857140000001	-0.3364722370212128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1192307692307692	1	0.0384615384615384	1	0.2	2	0.5546969816088676	0.2972967670764774	0.0102861681138165	0.007491263365955	0.4490870825946331	0.364026664244011	0.2771264484617859	0.1289681110531091	0.1353255576454103	0.0275736313662491	0.0233009733841754	0.0095540782669559	0.0267901538987644	0.0152617886662483	0.402990011870861	0.2746939036995172	0.2099963909946382	0.0591894542565569	0.0218134220573119	0.0116375652840361	0.0756976366508752	0.0625527853931998	0.0055239349370822	0.0490491783246398
37	0.5	-0.6931471805599453	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0.1222222222222222	1	0.1666666666666666	1	0.2	2	0.8343445003032685	0.7564063161611557	0.008921841304982	0.0038007840106729	0.7563629478216172	0.8588098585605621	0.0238724871480371	0.0221311432309448	0.060381160583347	0.1051644872874021	0.028422736946959	0.0091933565330691	0.0119579372112639	0.0068262673448771	0.0450962401926517	0.0359074966516345	0.2740544594824314	0.2416752353310585	0.0559246480697765	0.033710840367712	0.0075472172349691	0.0070210172125371	0.005348708468955	0.0624926291406154
38	0.3	-1.2039728043259361	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0.0583333333333333	1	0.0666666666666666	1	0.1666666666666666	2	0.5982044279575348	0.5223692528903484	0.0197915653930976	0.0174315821146592	0.6986848138272762	0.4756683868356049	0.0249321914743632	0.006548101035878	0.2429774587973952	0.165044417604804	0.0449919137638062	0.0673239320749417	0.0558647611294873	0.0356186122167855	0.0956011257134377	0.0497784471139311	0.0800808963831514	0.0124364020535722	0.0183993968646973	0.0076537854271009	0.0723506696522235	0.0955991887720301	0.0062876180629245	0.0493156258948147
39	0.454545455	-0.7884573593642702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1285714285714286	2	0.0571428571428571	1	0.2	3	0.3015100482851267	0.1495168915251269	0.0825892739463597	0.044818872725591	0.501894817315042	0.405855605006218	0.3236399309942498	0.1416668022051453	0.2500258065760136	0.1739221190568059	0.011949053814169	0.0045060784497763	0.0050399860949255	0.0027333645964972	0.0382678338559344	0.0151573831448331	0.1669503113254904	0.0389514641370624	0.0088445407920517	0.0043244507862254	0.0059927794209215	0.0071975756203755	0.0059780774405226	0.0811126500368118
40	0.363636364	-1.01160091067848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208333333333333	1	0.0833333333333333	0	0.0	1	0.1718578562140464	0.1643440840765833	0.0266406552400439	0.0106998980190837	0.380049206642434	0.3632788851857185	0.0168383582960814	0.0045294440467841	0.0177849391475319	0.0070674800546839	0.0500151349813677	0.0826352596515789	0.2078407496213913	0.4021326383575797	0.0179054194362834	0.0291798923863098	0.0277335100923664	0.0077444005641154	0.0137154509429819	0.0069600007380358	0.374669774621725	0.3190557794121559	0.0062514982884749	0.0744503676891326
41	0.428571429	-0.8472978593872036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0972222222222222	1	0.0277777777777777	1	0.1666666666666666	2	0.2567667864263058	0.2600517852697521	0.054001721390523	0.0491950399708002	0.1973158106673508	0.2374914059415459	0.1733816735446453	0.052434525010176	0.0093177584465593	0.0101178313605487	0.037498396472074	0.0638273132964968	0.0905823201639577	0.1126437964849174	0.0815050054108724	0.0969588413834571	0.0361872605513781	0.0088553134235553	0.0315938512329012	0.0367198835592716	0.0524043551879003	0.0936823660274967	0.0050383548485115	0.0560701229609549
42	0.615384615	-0.4855078164067009	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0.1287878787878787	1	0.0909090909090909	1	0.1666666666666666	2	0.8507474362850189	0.7988135755062103	0.018516974709928	0.0179003160796128	0.7574977681040764	0.7711405873298645	0.0340332114370539	0.0103159914142452	0.1097962040454149	0.2621355405077338	0.0146313573699444	0.0099607965792529	0.0190236972644925	0.0124192178249359	0.0113919380819424	0.0093283933238126	0.0797517614904791	0.0143376917345449	0.0175599602749571	0.0099692331976257	0.0339518072549253	0.0351359747815877	0.0079361412790603	0.0990528112277388
43	0.8	-0.2231435513142097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999999999999999	1	0.0333333333333333	1	0.1666666666666666	2	0.1650425851345062	0.1702137404121458	0.0422223027562722	0.0504757965798489	0.2729253945872187	0.2334733168594539	0.4234767040237784	0.1059303906513378	0.0052336122607812	0.0032871615723706	0.0643618653703015	0.0672574406256899	0.226540068956092	0.433338201791048	0.070653200848028	0.0677262015640735	0.0208433893858455	0.0056429686723276	0.0224612458143383	0.0153304249688517	0.0353694868623279	0.0156301334907766	0.0053526200004853	0.0645966215059161
44	0.272727273	-1.2992829831302608	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.0714285714285714	0	0.0	1	0.1428571428571428	1	0.3251649321988225	0.2098881539423018	0.0160940689384005	0.0052217618795111	0.8693278044462204	0.843349751830101	0.4325013107154518	0.1127294796518981	0.5022720366716384	0.528943271189928	0.0261533189332112	0.0287274511530995	0.0246258264873176	0.065793976932764	0.017934107617475	0.0261268208734691	0.0674209013581275	0.013437517103739	0.0213552825152874	0.0196125016431324	0.0075092616141773	0.0080130626738537	0.0055035895202308	0.0852015290409326
45	0.7	-0.35667494393873245	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	1	0	0	0.0714285714285714	0	0.0	1	0.1428571428571428	1	0.7397319912910462	0.6393900198861957	0.0438379501807503	0.0127045148983597	0.4442324973642826	0.4908431082963943	0.0468822264461778	0.0216811656020581	0.0271457448136061	0.018618988036178	0.0200368137448094	0.0163541810587048	0.0369444487500004	0.0372940312838181	0.0153399569215252	0.0232897415990009	0.0528688712976872	0.0161853851284831	0.0316499666078016	0.0211860085837543	0.3541315220296382	0.5174595283344388	0.0051742153824307	0.15159707730636
46	0.666666667	-0.4054651076081644	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	2	1	1	0	0	0	0	0.1008403361344537	1	0.0588235294117647	1	0.1428571428571428	2	0.6072323486208916	0.4745647251605988	0.0535167246591299	0.0249478821409866	0.7562847450375557	0.7375999942421914	0.0987778795883059	0.0765728231868706	0.3227724533528089	0.3503052336163819	0.0165498164249584	0.0174659725045785	0.0280245147878304	0.0155032867914997	0.032973870774731	0.0214503452414646	0.5273703128099442	0.590172778069973	0.0274261650047265	0.0178927667671814	0.0079926149570383	0.0062087723112199	0.0062366442056372	0.1168300155550241
47	0.363636364	-1.01160091067848	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	0	0	0	0.1	0	0.0	1	0.2	1	0.4896811723709106	0.3933842625468969	0.0291658209636807	0.0470637629041448	0.7539271175861358	0.70978944003582	0.0146477494679857	0.0045780131826177	0.3643669649958611	0.2227760396897792	0.0226313736289739	0.012508687202353	0.0808330468367785	0.0371816365281119	0.0261668308172374	0.029889059648849	0.5518181912600995	0.3222312249243259	0.0239648159826174	0.0124024542048573	0.0145715810591354	0.0059575149149168	0.005422539403662	0.0470510984770953
48	0.333333333	-1.0986122896681096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0.0555131875909864	0.0620184035855345	0.054518256324809	0.0117949885316193	0.0358428535168059	0.0810413126833737	0.0136447029537521	0.0087168977363035	0.0052066081902012	0.0031639833410736	0.1534783119685016	0.1553231449797749	0.2343688964494504	0.1853167117107659	0.0239608715754002	0.028104343637824	0.0078145424486137	0.0038687445165123	0.045869656628929	0.0235224580392241	0.1250579758547246	0.2115439768065698	0.0069375122664496	0.071961804293096
